# FILENAME        : /ctrscrut/chara/data//2015_05_12_LABAO_S2_aberrations_001.dat
# GMT YEAR        : 2015
# GMT MONTH       : 5
# GMT DAY         : 12
# FSM STATE       : 0
# Time     Tilt X  Tilt Y   Pos X   Pos Y   Focus    A1      A2
 82821375  0.0121 -0.0411  0.0493  0.0075  0.3445 -0.2135 -0.0303
 82821385  0.0109 -0.0358  0.0494  0.0078  0.3143 -0.2314 -0.0274
 82821395  0.0095 -0.0382  0.0487  0.0074  0.3643 -0.2014 -0.0219
 82821406  0.0087 -0.0400  0.0487  0.0063  0.3554 -0.2013 -0.0149
 82821415  0.0088 -0.0356  0.0492  0.0066  0.3288 -0.1873 -0.0250
 82821426  0.0067 -0.0360  0.0491  0.0061  0.3512 -0.2105 -0.0208
 82821436  0.0038 -0.0362  0.0485  0.0052  0.3612 -0.1982 -0.0126
 82821445  0.0049 -0.0356  0.0482  0.0049  0.3235 -0.2035 -0.0175
 82821456  0.0043 -0.0305  0.0490  0.0039  0.3528 -0.2173 -0.0136
 82821465  0.0052 -0.0317  0.0493  0.0036  0.3282 -0.2550 -0.0269
 82821475  0.0113 -0.0264  0.0495  0.0027  0.3314 -0.2371 -0.0492
 82821486  0.0072 -0.0322  0.0495  0.0028  0.3571 -0.2221  0.0140
 82821496  0.0141 -0.0257  0.0503  0.0034  0.3359 -0.2177 -0.0430
 82821505  0.0130 -0.0291  0.0503  0.0025  0.3533 -0.1889 -0.0189
 82821516  0.0058 -0.0326  0.0495  0.0024  0.3506 -0.2111 -0.0123
 82821525  0.0068 -0.0346  0.0505  0.0030  0.3235 -0.2370 -0.0106
 82821535  0.0088 -0.0286  0.0508  0.0024  0.3407 -0.2143 -0.0224
 82821546  0.0067 -0.0370  0.0506  0.0013  0.3168 -0.2031 -0.0339
 82821555  0.0065 -0.0342  0.0508  0.0008  0.3334 -0.2343 -0.0364
 82821566  0.0125 -0.0331  0.0511  0.0009  0.3082 -0.2142 -0.0295
 82821576  0.0055 -0.0424  0.0512  0.0005  0.3242 -0.2098  0.0084
 82821586  0.0099 -0.0352  0.0517 -0.0002  0.2920 -0.2194 -0.0118
 82821595  0.0110 -0.0376  0.0520 -0.0000  0.3126 -0.2277 -0.0025
 82821606  0.0156 -0.0392  0.0518 -0.0013  0.3232 -0.2263  0.0042
 82821616  0.0127 -0.0433  0.0521 -0.0007  0.3152 -0.2419  0.0142
 82821625  0.0176 -0.0386  0.0520 -0.0014  0.3388 -0.2404  0.0039
 82821636  0.0033 -0.0314  0.0523 -0.0007  0.3362 -0.2036 -0.0029
 82821646  0.0129 -0.0450  0.0530 -0.0015  0.3174 -0.2301 -0.0021
 82821656  0.0088 -0.0442  0.0525 -0.0016  0.3573 -0.2484  0.0389
 82821666  0.0101 -0.0381  0.0523 -0.0015  0.3768 -0.2164  0.0028
 82821676  0.0073 -0.0451  0.0524 -0.0018  0.3826 -0.2143  0.0046
 82821685  0.0084 -0.0418  0.0525 -0.0024  0.3658 -0.2286  0.0070
 82821696  0.0057 -0.0405  0.0524 -0.0029  0.3686 -0.2041  0.0410
 82821706  0.0151 -0.0416  0.0528 -0.0036  0.3220 -0.2235 -0.0221
 82821715  0.0085 -0.0383  0.0530 -0.0040  0.3406 -0.2250 -0.0190
 82821726  0.0041 -0.0391  0.0527 -0.0042  0.3414 -0.1985 -0.0042
 82821736  0.0085 -0.0514  0.0520 -0.0033  0.3544 -0.2040 -0.0131
 82821747  0.0074 -0.0470  0.0522 -0.0028  0.3244 -0.2300 -0.0004
 82821756  0.0054 -0.0477  0.0513 -0.0019  0.3422 -0.2325  0.0070
 82821766  0.0075 -0.0461  0.0519 -0.0014  0.3043 -0.2095 -0.0072
